Rk,Player,PTS/G,G,Season,Age,Team,G_2,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G_2,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,PlayerID
330,Jordan Goodwin,5.6,29,2024-25,26,LAL,29,5,0,18.7,2.2,5.0,1.3,2.6,0.9,2.3,0.3,0.4,1.3,2.6,3.9,1.4,1.0,0.4,0.9,1.5,5.6,0.438,0.487,0.382,0.818,0.541,0.528,G,goodwjo01
331,Shake Milton,5.5,57,2024-25,28,LAL,57,2,0,14.7,2.0,4.5,1.4,2.6,0.7,1.9,0.8,1.0,0.5,1.3,1.8,1.8,0.4,0.1,0.7,1.2,5.5,0.453,0.52,0.358,0.797,0.563,0.528,G,miltosh01
332,Aaron Holiday,5.5,62,2024-25,28,HOU,62,3,0,12.8,1.9,4.3,0.7,1.4,1.2,2.9,0.5,0.7,0.2,1.0,1.3,1.3,0.3,0.2,0.6,1.0,5.5,0.437,0.517,0.398,0.829,0.594,0.571,G,holidaa01
333,Dean Wade,5.4,59,2024-25,28,CLE,59,30,0,21.2,1.9,4.6,0.5,0.8,1.4,3.8,0.3,0.5,0.9,3.4,4.2,1.3,0.7,0.3,0.4,1.7,5.4,0.413,0.653,0.36,0.533,0.563,0.561,F,wadede01
334,Keaton Wallace,5.4,31,2024-25,25,ATL,31,5,0,16.2,2.1,5.2,1.2,2.6,0.9,2.6,0.4,0.4,0.2,1.4,1.6,2.6,0.9,0.3,1.1,1.3,5.4,0.401,0.475,0.329,1.0,0.503,0.485,G,wallake01
335,Jeff Green,5.4,32,2024-25,38,HOU,32,3,0,12.4,1.9,3.8,1.0,1.3,0.9,2.5,0.7,0.8,0.3,1.5,1.8,0.6,0.2,0.1,0.3,1.0,5.4,0.504,0.762,0.367,0.808,0.649,0.624,F,greenje02
336,Jonathan Isaac,5.4,71,2024-25,27,ORL,71,1,0,15.4,1.9,4.6,1.3,2.4,0.5,2.1,1.0,1.5,1.7,2.7,4.4,0.6,0.9,1.1,0.5,1.3,5.4,0.414,0.549,0.258,0.682,0.512,0.474,F,isaacjo01
337,Kevin Love,5.3,23,2024-25,36,MIA,23,9,0,10.9,1.8,5.0,0.7,2.1,1.0,2.9,0.7,1.0,1.0,3.1,4.1,1.0,0.7,0.2,0.6,0.9,5.3,0.357,0.354,0.358,0.696,0.488,0.461,F-C,loveke01
338,Jamal Cain,5.3,37,2024-25,25,NOP,37,0,0,13.6,1.8,4.3,1.1,2.1,0.7,2.2,0.9,1.4,0.7,1.6,2.3,0.6,0.6,0.2,0.6,1.2,5.3,0.43,0.538,0.325,0.68,0.544,0.513,F,cainja01
339,Ben Sheppard,5.3,63,2024-25,23,IND,63,9,0,19.5,1.9,4.6,0.8,1.4,1.1,3.2,0.4,0.4,0.7,2.1,2.8,1.3,0.6,0.2,0.3,2.0,5.3,0.418,0.591,0.342,0.889,0.555,0.537,G,sheppbe01
340,Pat Connaughton,5.3,41,2024-25,32,MIL,41,1,0,14.7,2.0,4.3,1.4,2.3,0.6,2.0,0.6,0.8,0.5,2.2,2.7,1.7,0.2,0.3,0.6,1.1,5.3,0.469,0.594,0.321,0.774,0.567,0.542,G,connapa01
341,Jabari Walker,5.2,60,2024-25,22,POR,60,1,0,12.5,2.0,3.8,1.5,2.6,0.5,1.2,0.8,1.2,1.0,2.5,3.5,0.6,0.6,0.1,0.6,1.5,5.2,0.515,0.573,0.389,0.69,0.601,0.576,F,walkeja01
342,Monte Morris,5.2,45,2024-25,29,PHO,45,0,0,12.7,1.8,4.3,1.2,2.4,0.7,1.9,0.8,0.9,0.3,1.2,1.5,1.6,0.4,0.1,0.5,0.5,5.2,0.426,0.477,0.36,0.857,0.546,0.505,G,morrimo01
343,Bismack Biyombo,5.1,28,2024-25,32,SAS,28,26,0,18.9,2.4,4.1,2.4,4.1,0.0,0.0,0.4,0.9,1.5,4.1,5.6,1.1,0.6,0.8,1.0,1.9,5.1,0.588,0.588,0.0,0.4,0.576,0.588,C-F,biyombi01
344,Javonte Green,5.1,68,2024-25,31,NOP,68,19,0,18.5,1.8,4.2,1.1,2.1,0.7,2.1,0.8,1.1,0.9,2.3,3.2,0.8,1.0,0.5,0.5,1.4,5.1,0.429,0.527,0.326,0.724,0.541,0.509,F,greenja02
345,Ben Simmons,5.0,51,2024-25,28,LAC,51,24,0,22.0,2.3,4.4,2.3,4.4,0.0,0.0,0.5,0.6,0.9,3.8,4.7,5.6,0.7,0.5,2.0,2.1,5.0,0.52,0.52,0.0,0.727,0.539,0.52,G-F,simmobe01
346,Malaki Branham,5.0,47,2024-25,21,SAS,47,0,0,9.1,1.9,4.0,1.1,2.3,0.7,1.8,0.6,0.7,0.1,0.9,1.1,0.8,0.2,0.0,0.7,0.6,5.0,0.458,0.5,0.405,0.818,0.575,0.547,G,branhma01
347,Neemias Queta,5.0,62,2024-25,25,BOS,62,6,0,13.9,2.1,3.3,2.1,3.2,0.0,0.0,0.7,1.0,1.4,2.4,3.8,0.7,0.3,0.7,0.6,1.7,5.0,0.65,0.66,0.0,0.754,0.674,0.65,C,quetane01
348,Kai Jones,5.0,40,2024-25,24,LAC,40,6,0,11.7,2.2,2.7,2.2,2.6,0.0,0.1,0.6,0.8,1.0,2.1,3.1,0.6,0.4,0.6,0.5,1.3,5.0,0.798,0.827,0.2,0.719,0.804,0.803,F-C,joneska01
349,Lindy Waters III,4.9,52,2024-25,27,GSW,52,9,0,15.0,1.8,4.8,0.5,1.2,1.2,3.6,0.2,0.2,0.4,1.7,2.1,1.0,0.5,0.2,0.4,1.2,4.9,0.369,0.444,0.344,0.727,0.504,0.498,G,waterli01
350,Trevelin Queen,4.9,31,2024-25,27,ORL,31,2,0,13.9,1.8,4.7,1.1,2.3,0.7,2.5,0.6,0.7,0.8,0.9,1.7,1.2,1.0,0.3,0.7,1.2,4.9,0.381,0.486,0.286,0.857,0.486,0.456,G,queentr01
351,Jock Landale,4.8,42,2024-25,29,HOU,42,3,0,11.9,1.9,3.6,1.7,3.0,0.3,0.6,0.6,1.0,1.3,1.9,3.3,0.9,0.3,0.2,0.5,1.2,4.8,0.533,0.556,0.423,0.675,0.59,0.569,C,landajo01
352,Colin Castleton,4.7,26,2024-25,24,MEMPHITOR,26,4,0,16.6,1.8,3.8,1.7,3.2,0.1,0.6,1.1,1.5,2.0,2.7,4.7,1.1,0.3,0.4,0.9,2.0,4.7,0.469,0.537,0.125,0.763,0.536,0.48,F,castlco01
353,David Roddy,4.6,33,2024-25,23,ATLHOUPHI,33,3,0,12.4,1.7,3.8,1.2,1.9,0.6,1.8,0.6,0.8,0.4,2.2,2.5,1.1,0.4,0.3,0.7,0.6,4.6,0.456,0.594,0.311,0.769,0.561,0.532,F,roddyda01
354,Julian Phillips,4.6,79,2024-25,21,CHI,79,5,0,14.2,1.6,3.6,1.0,1.7,0.6,1.9,0.8,1.0,0.8,1.3,2.1,0.5,0.5,0.3,0.3,1.4,4.6,0.446,0.582,0.327,0.789,0.571,0.533,F,phillju01
355,Cody Williams,4.6,50,2024-25,20,UTA,50,21,0,21.2,1.7,5.1,1.0,2.4,0.7,2.7,0.6,0.8,0.5,1.7,2.3,1.2,0.5,0.3,0.9,1.9,4.6,0.323,0.393,0.259,0.725,0.419,0.391,G-F,willico04
356,Drew Eubanks,4.6,61,2024-25,27,UTA,61,4,0,12.2,1.9,3.2,1.8,3.1,0.0,0.1,0.8,1.2,1.0,2.7,3.7,0.9,0.2,0.6,0.7,1.0,4.6,0.593,0.596,0.5,0.662,0.622,0.601,F,eubandr01
357,Pelle Larsson,4.6,55,2024-25,23,MIA,55,8,0,14.2,1.6,3.7,1.0,2.0,0.6,1.7,0.7,1.1,0.5,1.2,1.7,1.2,0.6,0.1,0.4,1.7,4.6,0.438,0.528,0.337,0.672,0.546,0.517,G,larsspe01
358,Kevon Looney,4.5,76,2024-25,28,GSW,76,6,0,15.0,1.9,3.7,1.9,3.6,0.0,0.1,0.7,1.3,2.4,3.6,6.1,1.6,0.6,0.5,0.5,2.0,4.5,0.514,0.516,0.4,0.566,0.535,0.518,F-C,looneke01
359,Mason Plumlee,4.5,74,2024-25,34,PHO,74,21,0,17.6,1.7,2.7,1.7,2.7,0.0,0.1,1.1,1.7,1.6,4.6,6.1,1.8,0.4,0.6,0.8,2.1,4.5,0.619,0.631,0.0,0.648,0.645,0.619,C-F,plumlma01
360,Rob Dillingham,4.5,49,2024-25,20,MIN,49,1,0,10.5,1.9,4.3,1.4,2.8,0.5,1.5,0.2,0.3,0.2,0.8,1.0,2.0,0.4,0.0,1.1,0.8,4.5,0.441,0.496,0.338,0.533,0.503,0.5,G,dilliro01
361,Dalen Terry,4.5,73,2024-25,22,CHI,73,5,0,13.5,1.6,3.7,1.1,2.2,0.5,1.4,0.7,0.9,0.5,1.2,1.7,1.3,0.6,0.2,0.7,1.6,4.5,0.448,0.506,0.356,0.71,0.546,0.517,G,terryda01
362,Jett Howard,4.5,60,2024-25,21,ORL,60,0,0,11.7,1.6,4.4,0.7,1.3,0.9,3.1,0.3,0.4,0.3,0.8,1.2,0.7,0.2,0.2,0.6,1.1,4.5,0.374,0.566,0.296,0.696,0.491,0.479,G,howarje01
363,Reed Sheppard,4.4,52,2024-25,20,HOU,52,3,0,12.6,1.6,4.6,0.7,1.9,0.9,2.7,0.3,0.3,0.3,1.2,1.5,1.4,0.7,0.3,0.7,1.0,4.4,0.351,0.371,0.338,0.813,0.465,0.452,G,sheppre01
364,Marvin Bagley III,4.4,31,2024-25,25,WAS,31,2,0,8.5,1.8,3.4,1.7,2.8,0.1,0.6,0.7,1.1,1.2,1.5,2.7,0.4,0.3,0.3,0.4,0.6,4.4,0.519,0.598,0.158,0.657,0.56,0.533,F-C,baglema01
365,Reggie Jackson,4.4,31,2024-25,34,PHI,31,1,0,12.4,1.7,4.3,0.9,1.9,0.8,2.4,0.2,0.3,0.3,1.1,1.4,1.5,0.5,0.1,0.5,1.1,4.4,0.391,0.458,0.338,0.778,0.496,0.485,G,jacksre01
366,Charles Bassey,4.4,36,2024-25,24,SAS,36,1,0,10.4,1.9,3.3,1.9,3.3,0.0,0.0,0.6,0.9,1.6,2.7,4.2,0.5,0.4,0.8,0.6,1.4,4.4,0.581,0.581,0.0,0.636,0.597,0.581,C,bassech01
367,Mo Bamba,4.3,32,2024-25,26,NOP,32,2,0,12.9,1.6,3.5,1.2,1.8,0.5,1.7,0.6,0.8,1.0,3.5,4.5,0.6,0.3,1.0,0.6,1.8,4.3,0.464,0.638,0.278,0.704,0.557,0.531,C,bambamo01
368,Terrence Shannon Jr.,4.3,32,2024-25,24,MIN,32,1,0,10.6,1.7,3.6,1.4,2.6,0.3,1.0,0.5,0.7,0.3,1.2,1.5,1.0,0.2,0.2,0.5,0.8,4.3,0.482,0.53,0.355,0.81,0.56,0.531,G,shannte01
369,Micah Potter,4.3,38,2024-25,26,UTA,38,10,0,18.6,1.5,3.6,0.7,1.0,0.8,2.6,0.4,0.5,1.1,3.2,4.3,0.8,0.4,0.4,0.8,1.3,4.3,0.422,0.703,0.316,0.85,0.563,0.537,C,pottemi01
370,Daniel Theis,4.3,38,2024-25,32,NOP,38,9,0,16.3,1.6,3.4,1.4,2.4,0.2,1.0,0.8,1.0,1.2,3.2,4.3,1.6,0.5,0.5,0.7,1.8,4.3,0.473,0.565,0.243,0.838,0.558,0.508,C,theisda01
371,Jevon Carter,4.3,36,2024-25,29,CHI,36,1,0,8.9,1.5,4.1,0.6,1.1,1.0,2.9,0.2,0.3,0.1,1.0,1.1,1.1,0.4,0.1,0.3,0.4,4.3,0.377,0.488,0.333,0.8,0.509,0.497,G,carteje01
372,Cam Spencer,4.2,25,2024-25,24,MEM,25,1,0,10.1,1.4,3.3,0.6,1.2,0.8,2.1,0.8,0.8,0.5,0.7,1.2,1.4,0.4,0.0,0.2,0.9,4.2,0.415,0.5,0.365,1.0,0.587,0.53,G,spencca01
373,Dominick Barlow,4.2,35,2024-25,21,ATL,35,4,0,10.7,1.7,3.2,1.5,2.5,0.2,0.8,0.6,0.9,1.0,1.4,2.4,0.5,0.3,0.5,0.1,1.3,4.2,0.531,0.616,0.259,0.636,0.58,0.562,F,barlodo01
374,Duop Reath,4.2,46,2024-25,28,POR,46,0,0,10.2,1.5,3.6,0.8,1.3,0.7,2.3,0.4,0.5,1.0,1.0,2.0,0.6,0.3,0.3,0.3,0.9,4.2,0.422,0.6,0.321,0.909,0.552,0.524,C,reathdu01
375,Kessler Edwards,4.2,40,2024-25,24,DAL,40,18,0,15.2,1.7,3.4,1.1,2.0,0.6,1.4,0.3,0.3,0.6,2.3,2.9,1.1,0.5,0.5,0.4,1.6,4.2,0.496,0.556,0.407,0.923,0.597,0.578,F,edwarke02
376,Oso Ighodaro,4.2,61,2024-25,22,PHO,61,6,0,17.1,1.9,3.1,1.9,3.0,0.0,0.0,0.5,0.8,1.1,2.6,3.6,1.2,0.5,0.5,0.6,1.7,4.2,0.604,0.611,0.0,0.58,0.61,0.604,F,ighodos01
377,Wendell Moore Jr.,4.2,36,2024-25,23,DET,36,1,0,13.9,1.6,3.5,1.3,2.4,0.4,1.1,0.5,0.6,0.8,1.8,2.6,1.2,0.6,0.1,0.8,0.9,4.2,0.468,0.529,0.341,0.818,0.553,0.524,G-F,moorewe01
378,Kris Murray,4.2,69,2024-25,24,POR,69,6,0,15.1,1.7,4.0,1.3,2.3,0.4,1.7,0.4,0.8,1.1,1.5,2.6,1.0,0.5,0.2,0.6,1.0,4.2,0.419,0.566,0.225,0.456,0.472,0.468,F,murrakr01
379,Torrey Craig,4.2,26,2024-25,34,CHI,26,4,0,12.1,1.5,3.5,0.5,0.9,0.9,2.5,0.3,0.5,1.0,1.8,2.8,0.7,0.3,0.5,0.3,1.3,4.2,0.422,0.583,0.364,0.667,0.567,0.556,G-F,craigto01
380,Maxwell Lewis,4.1,28,2024-25,22,LAL,28,1,0,11.7,1.6,3.9,0.9,2.1,0.7,1.8,0.3,0.4,0.6,1.3,2.0,0.7,0.3,0.3,0.5,1.0,4.1,0.417,0.448,0.38,0.7,0.516,0.505,F,lewisma05
381,Caleb Houstan,4.1,58,2024-25,22,ORL,58,6,0,13.6,1.4,3.3,0.3,0.5,1.1,2.8,0.3,0.3,0.3,1.0,1.3,0.6,0.4,0.1,0.2,1.1,4.1,0.421,0.533,0.4,0.882,0.605,0.589,G-F,houstca01
382,Jordan Miller,4.1,37,2024-25,25,LAC,37,0,0,11.4,1.6,3.6,1.4,2.6,0.2,1.0,0.8,0.9,0.6,0.9,1.6,0.9,0.5,0.1,0.7,0.7,4.1,0.433,0.521,0.211,0.8,0.509,0.463,G,millejo02
383,Paul Reed,4.1,45,2024-25,25,DET,45,0,0,9.7,1.6,3.2,1.4,2.5,0.2,0.6,0.7,0.9,0.9,1.8,2.7,1.0,0.9,0.6,0.6,1.7,4.1,0.507,0.561,0.286,0.762,0.573,0.535,F,reedpa01
384,Jarred Vanderbilt,4.1,36,2024-25,25,LAL,36,2,0,16.1,1.6,3.4,1.4,2.5,0.3,0.9,0.6,1.0,1.9,3.2,5.1,1.1,1.0,0.3,0.8,1.9,4.1,0.488,0.562,0.281,0.556,0.537,0.525,F,vandeja01
385,Jalen Pickett,4.1,49,2024-25,25,DEN,49,4,0,13.6,1.6,3.7,0.8,1.6,0.8,2.1,0.1,0.2,0.3,1.1,1.4,2.2,0.4,0.1,0.5,0.8,4.1,0.428,0.468,0.396,0.75,0.545,0.539,G,pickeja02
386,Jaylen Clark,4.1,40,2024-25,23,MIN,40,4,0,13.1,1.4,3.0,0.9,1.7,0.6,1.3,0.7,0.9,0.7,0.7,1.3,0.7,0.9,0.1,0.2,1.5,4.1,0.467,0.493,0.431,0.784,0.598,0.558,G,clarkja02
387,Gui Santos,4.1,56,2024-25,22,GSW,56,2,0,13.6,1.5,3.2,0.9,1.4,0.6,1.8,0.5,0.8,1.3,1.8,3.1,1.4,0.4,0.2,0.8,1.6,4.1,0.458,0.632,0.33,0.69,0.575,0.553,F,santogu01
388,Colby Jones,4.0,39,2024-25,22,WAS,39,0,0,13.2,1.5,3.3,1.1,2.1,0.4,1.3,0.6,0.9,0.5,1.7,2.2,1.1,0.7,0.3,0.6,0.9,4.0,0.457,0.538,0.327,0.657,0.544,0.519,G,jonesco02
389,Nicolas Batum,4.0,78,2024-25,36,LAC,78,8,0,17.5,1.3,3.1,0.2,0.4,1.1,2.6,0.2,0.3,0.6,2.2,2.8,1.1,0.7,0.5,0.4,1.4,4.0,0.437,0.457,0.433,0.81,0.633,0.622,F-G,batumni01
390,Kyle Lowry,3.9,35,2024-25,38,PHI,35,12,0,18.8,1.2,3.3,0.3,0.8,0.8,2.5,0.8,0.9,0.3,1.6,1.9,2.7,0.9,0.3,0.6,1.8,3.9,0.35,0.414,0.33,0.818,0.525,0.474,G,lowryky01
391,Steven Adams,3.9,58,2024-25,31,HOU,58,3,0,13.7,1.6,2.9,1.6,2.8,0.0,0.0,0.7,1.6,2.9,2.8,5.6,1.1,0.4,0.5,0.9,1.0,3.9,0.545,0.552,0.0,0.462,0.541,0.545,C,adamsst01
392,Olivier-Maxence Prosper,3.9,52,2024-25,22,DAL,52,4,0,11.2,1.3,3.3,1.1,2.4,0.2,1.0,0.9,1.5,0.8,1.6,2.4,0.8,0.5,0.1,0.3,0.5,3.9,0.402,0.472,0.235,0.645,0.484,0.437,F,prospol01
